Date,Time,Location,Vehicle_Type,Avg_Speed_kmph,Congestion_Level_pct,Weather
2023-12-02,22:00,Central Ave,Car,31.1,37.7,Clear
2023-05-29,08:15,Riverside,Car,35.9,33.7,Clear
2023-10-19,08:00,Riverside,Car,18.2,63.3,Rain
2023-11-22,06:15,Station Road,Motorbike,40.1,27.7,Clear
2023-08-01,16:15,North Junction,Motorbike,32.9,48.4,Clear
2023-08-24,22:15,Old Town,Auto-Rickshaw,18.0,20.5,Cloudy
2023-10-20,11:30,Industrial Zone,Car,36.5,20.5,Clear
2023-11-11,17:45,Old Town,Car,12.5,87.2,Stormy
2023-11-25,21:45,Riverside,Car,42.9,15.0,Cloudy
2023-03-03,08:45,Station Road,Car,21.7,72.0,Fog
2023-06-25,02:15,Old Town,Auto-Rickshaw,19.5,20.8,Clear
2023-06-22,17:00,North Junction,Car,23.6,61.1,Clear
2023-12-25,12:30,Harbor Blvd,Motorbike,31.7,40.9,Clear
2023-03-24,04:15,Market Street,Motorbike,35.2,35.8,Clear
2023-01-12,05:30,North Junction,Bicycle,22.0,25.4,Cloudy
2023-07-04,05:15,Riverside,Truck,34.2,6.5,Clear
2023-03-12,07:00,Market Street,Car,24.5,50.3,Clear
2023-01-22,12:00,Station Road,Truck,28.6,18.4,Cloudy
2023-10-04,02:15,Market Street,Motorbike,43.4,21.2,Clear
2023-12-06,12:00,University Rd,Car,35.6,32.1,Clear
2023-05-12,17:15,Central Ave,Bicycle,13.2,51.3,Clear
2023-06-30,18:00,North Junction,Bicycle,7.9,57.6,Clear
2023-12-06,19:30,Station Road,Auto-Rickshaw,12.2,57.3,Clear
2023-05-09,12:15,Industrial Zone,Car,38.7,37.0,Clear
2023-05-18,23:00,Central Ave,Car,32.6,32.3,Clear
2023-10-21,09:30,Harbor Blvd,Motorbike,20.7,71.6,Clear
2023-02-04,21:30,Station Road,Bicycle,13.3,38.8,Clear
2023-05-09,02:15,Industrial Zone,Bicycle,15.1,30.8,Clear
2023-09-01,09:30,South Park,Car,8.9,76.0,Clear
2023-09-17,07:45,Central Ave,Bicycle,19.3,55.0,Cloudy
2023-03-18,07:30,Harbor Blvd,Car,21.8,63.9,Rain
2023-05-24,13:15,Old Town,Car,34.3,23.4,Clear
2023-07-03,07:30,Market Street,Bus,3.0,100.0,Rain
2023-01-12,13:00,North Junction,Car,17.5,69.3,Rain
2023-07-14,23:15,Central Ave,Motorbike,34.8,44.0,Clear
2023-05-10,19:45,Industrial Zone,Car,19.6,77.6,Clear
2023-10-11,20:15,Market Street,Car,38.4,20.3,Clear
2023-09-14,20:15,South Park,Truck,17.2,49.0,Clear
2023-08-06,21:45,Central Ave,Car,26.9,49.9,Cloudy
2023-12-08,20:30,South Park,Bus,28.4,15.0,Clear
2023-05-04,18:45,Market Street,Motorbike,18.4,79.1,Clear
2023-09-17,20:45,Station Road,Car,46.3,14.3,Clear
2023-04-10,15:15,Industrial Zone,Truck,24.7,19.6,Clear
2023-10-30,04:15,Riverside,Bus,32.1,2.2,Clear
2023-02-20,02:00,Riverside,Motorbike,37.2,21.7,Cloudy
2023-08-21,17:45,Industrial Zone,Motorbike,28.3,53.5,Clear
2023-04-21,02:15,Market Street,Car,39.7,21.8,Rain
2023-11-21,10:30,Industrial Zone,Car,37.2,27.0,Cloudy
2023-09-20,02:15,Market Street,Car,35.6,25.9,Cloudy
2023-03-12,21:45,South Park,Car,42.9,22.9,Clear
2023-08-07,04:45,Riverside,Auto-Rickshaw,14.8,32.1,Clear
2023-02-22,21:00,Old Town,Car,43.6,16.3,Clear
2023-03-11,00:15,Central Ave,Auto-Rickshaw,19.9,34.1,Rain
2023-09-16,19:00,University Rd,Car,28.1,43.4,Clear
2023-04-07,03:45,Market Street,Car,40.2,22.8,Rain
2023-06-27,05:00,Old Town,Car,35.2,25.2,Fog
2023-02-19,21:00,Station Road,Motorbike,37.7,28.1,Clear
2023-07-30,11:30,Harbor Blvd,Car,33.6,50.4,Fog
2023-05-15,03:15,University Rd,Car,37.1,23.5,Clear
2023-10-12,00:15,University Rd,Motorbike,30.7,50.7,Fog
2023-03-12,18:45,Industrial Zone,Car,13.9,82.8,Cloudy
2023-11-09,22:15,Industrial Zone,Motorbike,38.8,26.6,Clear
2023-05-03,02:15,Old Town,Car,38.3,18.9,Cloudy
2023-08-18,15:45,Central Ave,Car,31.6,32.3,Clear
2023-11-25,21:30,North Junction,Car,21.5,60.2,Rain
2023-12-29,09:15,South Park,Car,18.1,69.4,Rain
2023-02-18,21:45,Industrial Zone,Auto-Rickshaw,12.2,42.3,Fog
2023-12-25,21:00,North Junction,Auto-Rickshaw,18.8,32.2,Fog
2023-03-22,11:30,Harbor Blvd,Car,40.0,24.0,Cloudy
2023-06-19,17:45,University Rd,Car,28.2,45.9,Clear
2023-10-10,03:15,Station Road,Car,19.0,46.1,Rain
2023-04-19,23:45,University Rd,Car,32.1,27.8,Clear
2023-03-11,22:00,South Park,Motorbike,39.1,27.0,Clear
2023-01-19,14:45,University Rd,Car,30.4,43.7,Fog
2023-09-21,01:15,South Park,Motorbike,45.8,8.4,Clear
2023-08-07,20:00,South Park,Car,36.1,34.0,Stormy
2023-08-10,17:15,Harbor Blvd,Truck,17.7,59.5,Clear
2023-03-11,10:00,Industrial Zone,Motorbike,32.0,38.1,Clear
2023-11-02,04:15,North Junction,Car,35.6,26.7,Cloudy
2023-03-29,19:30,Harbor Blvd,Car,21.3,75.8,Cloudy
2023-10-15,02:45,North Junction,Motorbike,37.4,28.8,Clear
2023-10-10,14:30,University Rd,Bicycle,16.0,38.7,Clear
2023-05-05,16:45,Riverside,Truck,28.2,0.0,Clear
2023-12-04,18:00,Central Ave,Car,29.6,46.4,Clear
2023-04-20,15:00,University Rd,Car,27.3,40.3,Clear
2023-09-02,23:00,University Rd,Car,43.1,15.9,Cloudy
2023-04-17,08:45,Central Ave,Car,23.6,62.1,Stormy
2023-04-10,01:45,Market Street,Motorbike,34.5,41.2,Clear
2023-04-23,23:30,Market Street,Car,39.2,27.2,Clear
2023-11-26,16:15,Central Ave,Bus,11.2,56.0,Clear
2023-02-05,15:45,Harbor Blvd,Car,40.5,15.8,Clear
2023-10-18,03:30,South Park,Car,43.8,8.8,Fog
2023-01-26,20:45,Industrial Zone,Car,40.0,28.6,Cloudy
2023-09-29,11:30,North Junction,Bus,16.4,43.6,Clear
2023-01-11,16:00,Station Road,Car,31.3,40.3,Rain
2023-12-29,15:15,Market Street,Car,24.7,45.0,Cloudy
2023-12-17,09:15,Old Town,Motorbike,40.8,30.2,Clear
2023-07-03,19:30,Market Street,Car,23.4,52.4,Cloudy
2023-01-03,17:45,Market Street,Car,31.7,34.1,Clear
2023-02-15,03:15,Harbor Blvd,Car,21.3,49.1,Fog
2023-12-24,07:45,Station Road,Truck,17.8,45.4,Clear
2023-05-16,09:00,Station Road,Motorbike,39.7,31.5,Clear
2023-05-25,11:15,Industrial Zone,Car,25.9,49.6,Cloudy
2023-07-05,15:30,Station Road,Car,37.5,19.4,Clear
2023-12-20,15:00,Old Town,Truck,14.6,69.4,Cloudy
2023-04-03,13:15,Central Ave,Car,22.7,58.9,Clear
2023-11-01,23:45,North Junction,Car,38.3,18.9,Cloudy
2023-09-18,22:15,Old Town,Bicycle,13.0,30.1,Cloudy
2023-08-18,05:45,South Park,Car,39.2,17.7,Rain
2023-07-08,16:15,Industrial Zone,Car,20.2,47.4,Clear
2023-11-11,09:00,Riverside,Bus,7.8,70.5,Fog
2023-03-02,23:15,South Park,Motorbike,40.9,28.8,Rain
2023-08-04,01:45,Central Ave,Bus,20.7,18.1,Cloudy
2023-02-05,17:15,Central Ave,Car,11.9,93.0,Cloudy
2023-02-19,12:30,South Park,Motorbike,38.6,33.9,Clear
2023-08-05,02:00,Harbor Blvd,Motorbike,46.5,0.0,Clear
2023-05-11,09:30,Riverside,Car,23.3,53.3,Cloudy
2023-09-09,08:00,Market Street,Car,6.7,100.0,Fog
2023-05-04,18:00,Market Street,Bus,10.4,61.8,Clear
2023-05-24,17:00,Market Street,Car,4.6,97.9,Clear
2023-06-12,07:45,Old Town,Motorbike,27.0,47.1,Clear
2023-12-17,16:00,Industrial Zone,Motorbike,41.1,23.8,Clear
2023-07-09,07:30,Central Ave,Car,13.9,71.3,Clear
2023-07-06,05:30,Harbor Blvd,Car,48.6,0.0,Clear
2023-01-26,01:00,South Park,Motorbike,37.7,31.9,Rain
2023-07-03,08:45,Old Town,Car,9.6,99.1,Stormy
2023-05-13,07:30,Old Town,Motorbike,24.6,68.6,Clear
2023-06-08,13:15,Riverside,Car,29.0,41.5,Clear
2023-10-20,23:00,Riverside,Car,38.1,27.8,Clear
2023-08-02,03:45,University Rd,Bus,22.8,35.9,Rain
2023-07-23,22:30,Central Ave,Bicycle,8.8,52.6,Rain
2023-09-25,12:30,South Park,Bus,17.7,55.5,Clear
2023-06-23,22:00,Station Road,Car,41.2,11.8,Cloudy
2023-05-15,08:15,University Rd,Car,27.3,48.3,Cloudy
2023-12-28,11:15,Station Road,Truck,19.7,54.7,Clear
2023-12-19,23:30,University Rd,Motorbike,48.2,13.3,Clear
2023-05-08,01:15,University Rd,Bicycle,19.0,13.8,Clear
2023-10-18,07:15,Central Ave,Auto-Rickshaw,10.5,90.2,Clear
2023-01-31,13:15,Riverside,Motorbike,31.2,59.5,Clear
2023-07-29,13:00,North Junction,Bicycle,11.4,53.7,Stormy
2023-02-01,03:30,Market Street,Car,37.1,20.2,Cloudy
2023-04-03,18:15,University Rd,Car,24.8,55.5,Stormy
2023-08-06,17:30,Market Street,Car,25.0,61.0,Clear
2023-09-15,16:30,Harbor Blvd,Bus,16.1,35.7,Rain
2023-09-15,07:45,North Junction,Car,23.9,51.2,Clear
2023-01-22,06:30,Harbor Blvd,Car,36.0,32.4,Clear
2023-01-18,09:45,Industrial Zone,Car,23.5,58.2,Clear
2023-12-05,04:30,Station Road,Bus,20.7,26.7,Cloudy
2023-06-14,00:00,Old Town,Motorbike,38.4,30.8,Rain
2023-07-21,02:45,Industrial Zone,Bicycle,18.3,31.8,Cloudy
2023-03-14,15:00,University Rd,Auto-Rickshaw,15.7,36.9,Cloudy
2023-04-12,21:30,North Junction,Motorbike,34.3,41.8,Fog
2023-08-02,15:15,Industrial Zone,Bicycle,17.3,26.9,Rain
2023-02-26,22:15,Industrial Zone,Car,28.8,28.2,Cloudy
2023-09-04,17:45,Market Street,Car,23.4,53.5,Clear
2023-05-10,19:30,Industrial Zone,Truck,20.4,43.6,Clear
2023-10-14,06:00,Harbor Blvd,Car,40.4,9.1,Clear
2023-03-26,09:30,Riverside,Car,27.6,49.7,Clear
2023-12-02,15:00,Central Ave,Car,27.5,42.7,Clear
2023-02-18,05:00,Harbor Blvd,Truck,26.4,15.3,Clear
2023-08-14,14:45,Old Town,Car,32.1,36.4,Clear
2023-08-11,20:30,Old Town,Motorbike,42.3,36.0,Rain
2023-09-01,02:45,Riverside,Car,32.1,33.9,Fog
2023-02-13,20:45,University Rd,Bus,27.9,12.5,Cloudy
2023-10-12,23:15,Riverside,Car,37.0,27.1,Rain
2023-01-21,19:00,Station Road,Bus,7.5,93.0,Rain
2023-12-26,01:30,North Junction,Motorbike,48.8,4.3,Cloudy
2023-06-19,01:15,Harbor Blvd,Car,38.0,26.1,Cloudy
2023-10-28,00:15,Old Town,Car,33.1,26.8,Clear
2023-06-28,16:15,Industrial Zone,Car,28.3,39.3,Rain
2023-10-09,17:45,South Park,Car,10.0,88.6,Cloudy
2023-06-03,07:45,Industrial Zone,Car,19.0,67.8,Rain
2023-07-09,22:00,North Junction,Motorbike,46.4,4.4,Clear
2023-10-03,12:00,Riverside,Car,26.0,48.9,Rain
2023-11-25,00:45,Market Street,Motorbike,32.9,32.3,Clear
2023-04-05,06:00,Market Street,Auto-Rickshaw,15.6,40.0,Clear
2023-10-20,18:30,Riverside,Auto-Rickshaw,16.4,57.8,Clear
2023-06-04,01:45,University Rd,Truck,30.2,24.4,Clear
2023-03-08,14:30,Harbor Blvd,Truck,17.5,63.9,Fog
2023-07-21,06:15,University Rd,Bus,18.0,35.2,Fog
2023-10-28,04:30,Central Ave,Car,24.4,54.4,Clear
2023-06-24,13:00,Industrial Zone,Car,23.7,57.4,Rain
2023-02-21,13:30,North Junction,Motorbike,25.9,61.3,Rain
2023-11-21,19:00,Industrial Zone,Auto-Rickshaw,18.4,38.3,Clear
2023-06-13,07:30,Riverside,Bus,8.6,88.7,Clear
2023-06-21,06:00,South Park,Car,34.6,29.8,Cloudy
2023-09-25,04:30,Industrial Zone,Truck,24.7,27.9,Clear
2023-11-29,14:30,Old Town,Car,31.2,36.4,Clear
2023-03-31,20:45,Harbor Blvd,Car,32.7,25.7,Fog
2023-04-30,02:15,Central Ave,Car,30.4,30.2,Clear
2023-12-18,01:15,Harbor Blvd,Car,32.9,20.7,Rain
2023-08-03,01:45,Harbor Blvd,Motorbike,39.8,35.7,Clear
2023-04-29,09:15,Riverside,Car,16.3,73.9,Clear
2023-06-15,07:00,Industrial Zone,Truck,12.9,57.5,Cloudy
2023-08-11,18:30,Old Town,Auto-Rickshaw,15.2,59.8,Clear
2023-07-31,11:30,Harbor Blvd,Car,22.5,55.5,Cloudy
2023-02-17,02:30,Market Street,Bus,22.8,24.8,Clear
2023-12-23,09:30,Market Street,Motorbike,20.3,65.1,Clear
2023-05-04,17:30,University Rd,Car,21.0,65.3,Clear
2023-10-03,21:15,Station Road,Motorbike,35.9,29.3,Clear
2023-05-07,06:45,Central Ave,Car,34.3,31.3,Clear
2023-11-12,21:00,Old Town,Car,31.5,31.2,Clear
2023-09-13,02:30,South Park,Motorbike,35.5,25.3,Cloudy
2023-05-06,11:00,University Rd,Car,42.1,18.3,Clear
2023-04-29,19:15,North Junction,Motorbike,29.0,59.8,Clear
2023-10-03,08:30,Market Street,Car,26.7,35.6,Cloudy
2023-02-25,10:15,Industrial Zone,Auto-Rickshaw,20.0,36.4,Clear
2023-02-24,12:45,South Park,Bus,18.5,57.9,Clear
2023-02-15,09:15,South Park,Bus,15.1,41.5,Clear
2023-03-28,18:15,University Rd,Bus,12.7,57.9,Cloudy
2023-05-20,14:15,Industrial Zone,Bus,16.2,67.2,Rain
2023-08-15,03:00,North Junction,Car,32.6,37.9,Cloudy
2023-09-26,04:45,Market Street,Motorbike,34.2,35.6,Clear
2023-10-11,06:15,Station Road,Car,22.7,50.5,Clear
2023-07-08,05:30,Old Town,Bus,26.1,27.0,Clear
2023-03-15,21:15,Old Town,Truck,30.1,20.8,Clear
2023-05-29,21:45,Industrial Zone,Bus,25.1,18.0,Fog
2023-04-19,06:15,University Rd,Car,31.3,42.6,Cloudy
2023-01-29,22:15,South Park,Truck,23.8,32.8,Clear
2023-07-04,22:45,North Junction,Car,32.5,30.3,Clear
2023-08-28,21:15,Station Road,Car,33.2,29.8,Clear
2023-05-06,03:45,University Rd,Motorbike,33.3,39.4,Clear
2023-04-29,06:15,Market Street,Bicycle,23.6,5.8,Clear
2023-04-16,15:30,University Rd,Car,36.8,10.2,Cloudy
2023-07-19,13:15,University Rd,Car,30.5,41.3,Clear
2023-07-10,04:15,Riverside,Bicycle,15.2,30.3,Cloudy
2023-07-10,04:30,Riverside,Car,37.1,16.2,Cloudy
2023-06-25,13:15,University Rd,Car,33.1,37.8,Clear
2023-02-01,04:30,Harbor Blvd,Car,35.7,31.6,Cloudy
2023-04-14,09:45,Central Ave,Car,19.8,53.0,Clear
2023-01-25,03:45,North Junction,Truck,24.5,39.0,Clear
2023-01-28,03:30,Harbor Blvd,Car,35.2,34.6,Clear
2023-08-15,15:45,North Junction,Motorbike,36.7,30.2,Clear
2023-10-15,13:30,Central Ave,Car,23.4,53.9,Clear
2023-04-30,06:30,Industrial Zone,Car,34.1,39.4,Fog
2023-07-10,03:15,Industrial Zone,Bicycle,18.0,30.8,Clear
2023-07-21,18:15,Market Street,Car,5.8,99.1,Clear
2023-03-22,00:15,Harbor Blvd,Auto-Rickshaw,17.9,20.3,Rain
2023-02-14,10:30,Industrial Zone,Bicycle,17.3,37.2,Clear
2023-05-12,02:00,Riverside,Motorbike,38.8,27.8,Clear
2023-07-04,04:00,University Rd,Bicycle,15.6,5.4,Fog
2023-05-21,00:30,University Rd,Motorbike,38.1,27.4,Clear
2023-07-18,06:15,Central Ave,Truck,21.1,38.7,Rain
2023-02-07,03:30,South Park,Car,46.2,17.3,Clear
2023-12-16,22:15,South Park,Bus,22.1,47.1,Cloudy
2023-11-29,08:00,Industrial Zone,Car,12.1,77.2,Clear
2023-08-05,06:30,North Junction,Motorbike,35.8,39.5,Clear
2023-05-10,15:45,Industrial Zone,Car,24.1,49.6,Stormy
2023-08-08,09:00,Harbor Blvd,Car,10.3,100.0,Clear
2023-03-06,00:45,University Rd,Car,41.0,21.2,Rain
2023-03-28,05:15,North Junction,Car,34.9,30.4,Clear
2023-08-07,07:45,Industrial Zone,Car,26.3,58.1,Clear
2023-11-01,09:00,Industrial Zone,Motorbike,14.6,73.4,Clear
2023-08-16,15:15,Riverside,Motorbike,28.0,42.4,Cloudy
2023-02-10,17:30,Old Town,Truck,9.1,66.3,Clear
2023-11-14,15:15,Harbor Blvd,Car,32.7,34.2,Clear
2023-11-04,02:30,Industrial Zone,Auto-Rickshaw,17.9,13.9,Cloudy
2023-11-01,09:45,North Junction,Car,10.9,99.9,Clear
2023-09-09,15:45,South Park,Bus,29.2,6.2,Rain
2023-09-30,22:00,Industrial Zone,Car,33.4,18.8,Clear
2023-05-08,08:30,South Park,Car,22.8,78.3,Cloudy
2023-01-30,15:45,Harbor Blvd,Car,37.1,12.3,Clear
2023-07-09,07:15,Industrial Zone,Truck,16.1,55.6,Cloudy
2023-12-04,20:30,Station Road,Motorbike,26.3,48.8,Clear
2023-09-06,19:00,South Park,Car,29.2,44.5,Rain
2023-07-13,23:00,South Park,Auto-Rickshaw,21.0,4.9,Clear
2023-09-19,21:15,University Rd,Motorbike,50.5,0.1,Clear
2023-04-25,09:15,Industrial Zone,Car,12.5,76.7,Clear
2023-12-20,05:30,Station Road,Car,29.9,34.6,Clear
2023-09-05,11:15,University Rd,Car,28.3,51.4,Cloudy
2023-09-07,07:30,Industrial Zone,Auto-Rickshaw,8.4,76.8,Rain
2023-12-03,16:15,Harbor Blvd,Bus,16.0,44.6,Cloudy
2023-02-05,14:15,South Park,Car,35.9,25.1,Clear
2023-04-19,18:30,Central Ave,Car,14.6,79.6,Clear
2023-05-16,02:15,Central Ave,Motorbike,34.0,47.6,Fog
2023-11-05,04:00,Central Ave,Car,25.6,43.5,Cloudy
2023-08-31,05:15,Market Street,Bus,26.0,29.8,Cloudy
2023-02-08,13:00,Industrial Zone,Car,37.5,24.0,Clear
2023-04-16,11:15,Industrial Zone,Car,48.4,3.4,Clear
2023-07-13,12:00,Harbor Blvd,Car,31.0,36.6,Rain
2023-11-27,09:45,Harbor Blvd,Bus,21.2,41.9,Clear
2023-11-06,14:30,North Junction,Truck,19.1,35.3,Clear
2023-09-20,19:15,Harbor Blvd,Auto-Rickshaw,9.7,56.8,Clear
2023-04-30,07:00,Industrial Zone,Car,18.7,58.6,Clear
2023-02-06,01:30,South Park,Car,41.1,17.6,Clear
2023-07-15,22:00,South Park,Car,33.1,23.2,Clear
2023-04-11,06:00,Industrial Zone,Motorbike,39.9,19.1,Rain
2023-07-19,04:15,South Park,Motorbike,43.6,19.0,Clear
2023-07-27,08:45,Market Street,Motorbike,33.1,40.4,Clear
2023-08-06,13:45,University Rd,Motorbike,31.3,42.3,Cloudy
2023-12-03,20:00,South Park,Car,30.4,36.3,Rain
2023-03-14,02:30,Industrial Zone,Motorbike,43.4,17.5,Rain
2023-09-19,21:00,Market Street,Car,37.2,27.6,Cloudy
2023-10-06,17:00,University Rd,Bus,18.8,51.4,Clear
2023-09-13,15:45,South Park,Car,31.8,36.0,Clear
2023-01-07,09:00,Market Street,Car,7.0,86.5,Rain
2023-12-23,03:45,University Rd,Car,39.8,8.2,Clear
2023-09-15,17:45,Market Street,Bicycle,13.7,56.8,Clear
2023-11-10,22:45,Station Road,Motorbike,33.8,43.5,Clear
2023-12-13,04:00,Station Road,Motorbike,35.8,34.6,Cloudy
2023-09-14,19:45,University Rd,Bus,11.0,70.1,Clear
2023-04-08,08:30,University Rd,Car,29.8,47.8,Clear
2023-02-04,19:30,Old Town,Car,16.6,64.4,Clear
2023-10-09,08:15,Industrial Zone,Auto-Rickshaw,13.3,58.3,Clear
2023-02-14,10:15,Industrial Zone,Motorbike,28.7,52.5,Clear
2023-10-03,05:45,Central Ave,Car,21.2,52.5,Stormy
2023-03-01,03:15,Market Street,Car,32.8,40.7,Fog
2023-03-04,03:15,Old Town,Car,33.6,23.6,Clear
2023-07-29,11:30,Station Road,Car,24.0,61.5,Clear
2023-05-01,17:00,Old Town,Bus,4.1,77.1,Rain
2023-08-19,18:15,Central Ave,Car,11.4,99.8,Clear
2023-10-10,19:15,Market Street,Auto-Rickshaw,6.3,94.9,Cloudy
2023-01-28,01:15,Station Road,Car,33.3,33.6,Clear
2023-05-27,03:15,North Junction,Truck,21.1,38.5,Cloudy
2023-09-26,19:00,Industrial Zone,Truck,16.8,59.3,Clear
2023-11-20,23:45,Station Road,Bus,22.6,36.0,Clear
2023-11-22,06:30,North Junction,Motorbike,32.6,44.6,Clear
2023-12-05,17:30,Riverside,Truck,13.6,57.9,Fog
2023-03-16,08:30,Harbor Blvd,Car,17.6,75.1,Clear
2023-09-18,12:30,University Rd,Car,19.6,51.4,Clear
2023-04-17,09:00,University Rd,Car,27.8,53.4,Clear
2023-07-18,07:30,Central Ave,Car,25.1,45.2,Cloudy
2023-05-01,19:15,South Park,Car,29.6,41.8,Clear
2023-08-19,17:30,Central Ave,Car,13.8,75.8,Fog
2023-07-16,17:15,Old Town,Motorbike,36.4,36.9,Clear
2023-12-31,10:15,North Junction,Car,33.8,30.1,Clear
2023-10-23,09:30,Riverside,Car,7.6,76.2,Clear
2023-01-29,17:15,Market Street,Motorbike,15.7,80.8,Clear
2023-06-03,13:45,North Junction,Motorbike,31.8,38.8,Clear
2023-09-22,03:45,University Rd,Car,37.8,17.3,Clear
2023-11-21,17:00,University Rd,Motorbike,27.3,70.9,Clear
2023-01-18,15:00,North Junction,Car,41.3,12.8,Cloudy
2023-12-07,11:45,Industrial Zone,Motorbike,38.2,37.7,Clear
2023-05-30,09:00,Industrial Zone,Auto-Rickshaw,17.8,61.8,Clear
2023-06-06,20:00,North Junction,Car,38.7,16.5,Cloudy
2023-05-10,15:15,Industrial Zone,Car,36.5,21.3,Clear
2023-06-10,13:00,Harbor Blvd,Car,37.8,32.1,Cloudy
2023-09-07,01:30,Central Ave,Car,29.2,40.8,Cloudy
2023-06-22,23:45,Harbor Blvd,Auto-Rickshaw,19.4,39.9,Cloudy
2023-09-03,08:00,Old Town,Car,19.8,76.0,Clear
2023-01-18,12:45,North Junction,Bus,19.5,24.3,Clear
2023-03-14,10:30,University Rd,Motorbike,36.2,37.3,Clear
2023-05-03,01:30,Old Town,Car,33.0,35.2,Clear
2023-09-27,18:45,Harbor Blvd,Motorbike,28.2,51.6,Clear
2023-06-14,07:45,North Junction,Motorbike,22.9,58.3,Clear
2023-04-29,09:15,North Junction,Motorbike,16.7,83.4,Rain
2023-09-26,17:15,Central Ave,Motorbike,17.0,92.9,Clear
2023-06-20,20:45,South Park,Car,32.0,42.3,Fog
2023-11-30,05:45,University Rd,Truck,31.2,24.1,Cloudy
2023-12-11,21:15,Station Road,Truck,25.6,25.7,Clear
2023-09-15,08:00,Central Ave,Car,8.5,92.3,Clear
2023-09-25,03:00,North Junction,Auto-Rickshaw,22.3,18.1,Cloudy
2023-04-17,12:00,University Rd,Car,32.2,32.3,Clear
2023-04-29,23:30,Station Road,Motorbike,33.2,36.9,Clear
2023-10-14,06:00,Old Town,Car,38.5,18.3,Cloudy
2023-02-22,00:30,University Rd,Car,38.2,23.3,Clear
2023-11-21,02:00,Old Town,Car,45.3,0.0,Clear
2023-02-20,04:30,Industrial Zone,Bus,20.2,23.6,Cloudy
2023-06-11,15:45,Industrial Zone,Car,22.1,51.6,Clear
2023-02-22,05:30,Industrial Zone,Car,39.4,9.2,Clear
2023-08-05,12:45,Market Street,Motorbike,36.2,33.7,Clear
2023-09-21,14:45,South Park,Car,29.4,41.6,Rain
2023-01-02,10:00,Industrial Zone,Motorbike,44.3,15.5,Clear
2023-07-14,04:00,Central Ave,Motorbike,46.0,18.5,Clear
2023-09-11,11:45,North Junction,Car,43.0,10.8,Fog
2023-12-05,21:15,North Junction,Car,33.0,43.4,Rain
2023-01-09,14:45,Market Street,Car,28.0,41.4,Rain
2023-08-06,02:45,Old Town,Bicycle,15.9,33.2,Clear
2023-03-22,14:45,University Rd,Car,29.8,42.7,Clear
2023-02-27,16:45,Station Road,Motorbike,36.7,38.1,Clear
2023-11-22,10:15,Station Road,Car,34.4,42.9,Clear
2023-10-01,01:30,University Rd,Bus,24.0,11.8,Clear
2023-09-05,15:45,University Rd,Auto-Rickshaw,18.9,52.9,Fog
2023-12-04,07:00,South Park,Car,24.6,62.7,Cloudy
2023-08-09,02:45,Central Ave,Bicycle,15.0,34.8,Cloudy
2023-09-24,09:30,Harbor Blvd,Motorbike,27.5,53.1,Clear
2023-11-15,15:30,Riverside,Car,28.8,30.5,Clear
2023-12-07,07:15,Old Town,Truck,24.6,36.6,Clear
2023-09-05,16:15,Station Road,Car,23.0,55.4,Cloudy
2023-04-21,03:00,University Rd,Car,29.4,34.0,Rain
2023-06-16,08:00,Market Street,Auto-Rickshaw,5.6,98.3,Cloudy
2023-06-27,04:45,Old Town,Bus,28.7,21.6,Clear
2023-10-22,03:30,Central Ave,Car,34.0,25.5,Cloudy
2023-08-12,02:45,Industrial Zone,Motorbike,40.2,21.2,Fog
2023-11-16,07:00,Harbor Blvd,Auto-Rickshaw,17.0,39.3,Clear
2023-07-27,09:45,University Rd,Car,18.0,71.6,Clear
2023-07-01,07:45,Industrial Zone,Car,7.2,85.2,Rain
2023-04-17,08:00,North Junction,Bus,4.4,99.4,Clear
2023-04-16,12:30,Old Town,Motorbike,32.8,48.5,Clear
2023-05-30,20:00,University Rd,Car,40.9,18.5,Clear
2023-10-13,15:15,South Park,Motorbike,40.2,34.8,Clear
2023-11-22,14:45,Market Street,Car,18.2,55.0,Rain
2023-06-24,01:00,North Junction,Truck,28.8,17.1,Cloudy
2023-05-13,07:45,Old Town,Bus,19.6,45.4,Clear
2023-10-20,01:15,Old Town,Car,38.3,17.3,Rain
2023-02-10,10:30,Old Town,Car,31.1,33.0,Clear
2023-03-13,21:00,Harbor Blvd,Car,30.3,33.6,Rain
2023-12-13,00:45,Riverside,Car,44.9,10.9,Cloudy
2023-11-30,03:45,Industrial Zone,Car,33.9,33.7,Clear
2023-11-15,12:45,Harbor Blvd,Motorbike,26.6,59.0,Stormy
2023-02-24,13:45,Market Street,Car,23.5,46.8,Clear
2023-07-28,07:15,University Rd,Motorbike,13.5,85.1,Rain
2023-09-23,10:00,South Park,Auto-Rickshaw,14.2,39.3,Cloudy
2023-01-17,06:45,North Junction,Motorbike,43.3,23.2,Rain
2023-06-03,13:00,Station Road,Car,31.4,49.3,Clear
2023-02-01,02:45,South Park,Auto-Rickshaw,24.5,17.0,Clear
2023-07-03,17:00,Old Town,Car,33.3,37.4,Rain
2023-10-06,07:15,South Park,Car,25.9,46.5,Cloudy
2023-01-17,23:00,University Rd,Bus,21.6,22.8,Cloudy
2023-07-15,18:30,Industrial Zone,Bus,11.0,78.2,Fog
2023-08-15,06:45,University Rd,Bus,17.8,34.5,Rain
2023-06-30,14:45,Industrial Zone,Truck,22.7,38.4,Clear
2023-09-22,11:45,University Rd,Car,25.3,56.8,Rain
